"X-Accelerate(m^2/s)","Y-Accelerate(m^2/s)","Z-Accelerate(m^2/s)"
0.310000,-0.130000,1.235071
-0.470000,-0.020000,3.972241
-0.150000,-0.490000,2.344653
0.170000,-0.050000,0.697854
0.350000,0.130000,3.650959
-0.300000,-0.300000,1.438749
0.170000,-0.000000,2.373921
-0.490000,0.490000,0.802122
-0.200000,-0.460000,2.398103
0.200000,0.040000,1.687720
0.480000,-0.290000,2.168663
0.140000,-0.120000,2.864071
0.150000,0.030000,2.264840
0.420000,0.350000,0.332716
-0.000000,-0.320000,0.957967
0.360000,-0.340000,3.676806
0.130000,0.220000,1.488220
0.040000,0.490000,3.848727
-0.320000,0.390000,3.645257
-0.010000,-0.000000,1.369964
0.090000,0.130000,2.915716
-0.130000,0.240000,0.909945
-0.470000,-0.190000,1.186212
0.430000,0.270000,2.099476
0.020000,0.220000,3.943818
-0.200000,-0.390000,0.645213
0.040000,-0.410000,0.393954
0.130000,0.290000,2.973062
0.370000,0.280000,2.283331
-0.100000,0.070000,1.254073
0.310000,-0.460000,0.644050
0.230000,0.110000,3.300167
-0.450000,0.330000,1.910157
0.210000,-0.420000,3.478448
0.460000,-0.000000,3.197077
0.100000,-0.130000,2.384366
0.070000,-0.080000,1.305680
0.460000,-0.200000,3.241419
-0.470000,-0.480000,3.445112
-0.240000,-0.010000,1.247077
-0.320000,0.360000,1.827594
0.500000,-0.080000,2.130657
-0.110000,-0.150000,2.483042
-0.070000,-0.100000,3.207678
-0.210000,-0.390000,3.804300
0.270000,-0.230000,2.494915
0.060000,-0.410000,3.797460
-0.040000,0.210000,0.739730
0.250000,-0.220000,0.546535
-0.030000,0.120000,1.715547
0.300000,0.490000,0.585064
-0.460000,-0.070000,1.831830
0.110000,0.480000,2.898465
-0.100000,-0.400000,3.918367
-0.190000,-0.440000,2.819557
-0.390000,0.490000,0.916461
0.070000,-0.100000,1.414744
0.320000,0.300000,1.930803
0.420000,-0.420000,2.035092
0.180000,0.300000,3.009734
0.070000,-0.340000,1.428426
0.270000,-0.200000,2.305645
-0.420000,-0.480000,1.800361
0.330000,0.200000,1.819533
0.330000,-0.410000,3.662376
-0.020000,0.120000,3.988145
0.430000,-0.470000,3.166560
0.000000,-0.400000,2.518432
0.030000,-0.390000,1.250240
0.160000,0.410000,1.286818
0.240000,0.150000,1.330226
0.490000,0.470000,2.468319
-0.290000,-0.190000,2.556599
0.260000,-0.290000,1.582782
-0.090000,-0.380000,2.428806
-0.430000,-0.040000,1.519836
-0.350000,-0.170000,2.418905
0.230000,0.050000,2.096831
-0.480000,0.080000,1.418873
0.300000,0.060000,1.875207
0.370000,-0.160000,3.969584
-0.190000,0.250000,3.746865
0.360000,-0.200000,2.384701
-0.050000,0.190000,2.251444
0.240000,-0.230000,1.184230
-0.490000,-0.010000,0.973602
0.080000,-0.340000,2.485578
-0.270000,0.300000,2.325231
-0.480000,0.050000,2.105398
-0.100000,-0.350000,2.544091
0.110000,0.020000,1.174691
0.460000,-0.480000,2.544582
0.330000,0.030000,1.820082
-0.220000,0.500000,2.807348
0.230000,-0.090000,1.813257
0.290000,0.270000,2.367066
0.290000,0.040000,2.180436
0.290000,0.250000,1.052521
-0.300000,-0.370000,1.068644
0.430000,-0.460000,3.838698
-0.210000,0.220000,3.225694
0.250000,0.200000,1.125344
-0.240000,-0.240000,3.724567
-0.410000,-0.010000,3.667138
-0.200000,0.090000,2.771335
-0.220000,-0.480000,3.823715
0.150000,0.250000,2.069565
0.500000,-0.210000,3.417236
-0.080000,0.080000,0.731300
0.310000,-0.350000,3.003831
-0.120000,-0.210000,0.762561
0.140000,-0.070000,2.244549
-0.470000,-0.070000,2.657856
-0.450000,-0.260000,3.845036
0.220000,0.460000,1.357387
0.130000,0.370000,2.509542
-0.500000,-0.350000,2.496478
0.330000,-0.430000,1.115258
0.370000,0.270000,2.995179
0.440000,0.480000,2.589382
-0.170000,0.160000,1.794882
0.300000,0.080000,2.672022
-0.480000,-0.350000,0.388844
-0.020000,-0.260000,2.375731
-0.240000,-0.430000,1.331878
0.450000,-0.280000,1.709737
0.290000,-0.340000,2.966530
-0.150000,-0.390000,0.523737
0.480000,0.040000,3.385912
0.070000,-0.170000,1.921224
0.100000,-0.490000,0.598582
0.350000,-0.030000,3.763642
-0.210000,-0.070000,1.513902
-0.320000,0.170000,1.059764
-0.330000,0.360000,0.428952
-0.300000,0.100000,3.505767
-0.410000,-0.140000,2.177315
0.070000,-0.290000,0.985850
0.150000,-0.500000,1.201499
-0.120000,-0.120000,2.424067
-0.370000,0.420000,1.413188
-0.140000,0.450000,2.983002
-0.300000,0.240000,3.156707
-0.020000,-0.270000,1.718808
-0.130000,-0.080000,2.885966
-0.150000,0.050000,1.863304
0.460000,0.240000,0.735391
-0.020000,-0.400000,2.214069
0.100000,-0.150000,1.690414
0.380000,-0.130000,2.447264
0.210000,-0.480000,0.433474
-0.250000,-0.490000,2.704626
-0.320000,0.020000,1.114809
0.230000,0.300000,1.810967
0.020000,0.040000,1.049047
-0.080000,0.470000,1.326951
0.320000,-0.190000,2.522697
-0.300000,-0.410000,1.758067
-0.270000,-0.150000,1.283355
-0.460000,0.290000,1.191805
0.260000,-0.440000,1.019019
0.470000,-0.480000,3.516404
0.210000,0.230000,1.354659
0.320000,-0.450000,0.951367
-0.460000,0.310000,1.208801
-0.290000,0.130000,1.761562
-0.050000,-0.000000,1.439132
0.220000,0.440000,3.919247
0.090000,0.080000,3.087653
0.050000,0.370000,2.005542
0.320000,0.210000,3.830927
-0.420000,-0.430000,1.844532
-0.030000,-0.190000,3.254320
0.240000,-0.250000,2.869146
-0.060000,0.490000,2.948966
0.060000,0.260000,2.133378
-0.010000,-0.280000,3.970126
0.380000,-0.000000,0.870689
0.340000,-0.330000,2.576800
0.310000,0.250000,0.421663
-0.380000,-0.050000,3.307869
-0.410000,0.210000,0.887581
-0.460000,-0.170000,1.627728
0.400000,-0.300000,1.296958
0.050000,-0.420000,2.666665
0.040000,0.180000,0.942125
-0.120000,-0.030000,1.895969
-0.200000,-0.410000,3.843020
0.120000,0.100000,3.446462
-0.460000,-0.250000,2.781151
0.320000,0.290000,3.684780
0.300000,-0.350000,1.343093
-0.100000,0.030000,1.265701
-0.320000,-0.080000,1.871149
0.170000,-0.390000,3.312793
0.080000,-0.020000,0.775629
0.400000,0.400000,1.970406
0.490000,-0.500000,1.538181
-0.230000,-0.000000,2.137662
0.460000,-0.440000,2.541496
0.100000,0.130000,3.826487
-0.300000,-0.420000,1.672154
0.290000,0.200000,2.707176
0.110000,-0.430000,3.904856
-0.280000,-0.300000,2.415388
-0.220000,0.390000,2.540846
-0.340000,0.040000,1.990779
0.220000,-0.220000,2.993877
-0.310000,0.160000,2.858793
-0.240000,-0.400000,2.435734
-0.360000,0.230000,2.534245
0.490000,-0.110000,1.571719
-0.280000,0.270000,3.206493
0.470000,-0.240000,0.532917
0.080000,0.330000,1.798221
-0.480000,-0.160000,3.180000
-0.090000,0.190000,0.916188
0.400000,0.180000,2.125206
-0.280000,0.150000,3.264583
0.020000,0.450000,3.460809
0.320000,0.080000,2.981812
-0.080000,-0.390000,3.376611
0.130000,0.130000,1.619599
0.100000,-0.310000,0.892412
0.020000,0.200000,2.050171
0.460000,-0.180000,3.009734
-0.260000,0.080000,3.078003
0.440000,0.490000,3.417119
-0.280000,-0.020000,3.909936
-0.350000,-0.330000,1.099363
-0.340000,0.090000,0.486107
-0.410000,-0.300000,0.964365
0.500000,0.320000,3.763469
-0.440000,0.380000,2.441741
-0.150000,-0.090000,2.493872
0.460000,-0.120000,3.739906
-0.320000,-0.140000,3.201000
-0.430000,0.470000,1.651393
0.040000,0.150000,3.306358
0.320000,0.170000,1.599469
0.130000,-0.400000,1.439826
0.120000,0.410000,3.383135
-0.300000,-0.040000,2.118490
-0.150000,0.040000,1.169744
-0.230000,-0.190000,1.632973
0.030000,0.260000,0.745386
-0.320000,0.350000,3.103981
-0.450000,0.120000,2.710277
-0.150000,0.110000,1.427936
-0.350000,-0.370000,0.450555
0.340000,0.400000,0.943822
0.410000,0.490000,2.375584
0.290000,-0.500000,2.091602
0.020000,0.350000,3.130431
-0.350000,0.100000,3.310045
-0.060000,-0.210000,3.112346
-0.420000,-0.100000,3.231285
-0.470000,-0.070000,2.870941
0.420000,-0.170000,1.356319
-0.490000,0.150000,0.533854
0.200000,0.000000,2.782822
0.320000,0.460000,0.598665
0.240000,-0.070000,2.054848
0.010000,0.220000,1.917394
-0.090000,-0.280000,0.808146
0.420000,0.390000,2.781564
-0.130000,-0.500000,0.324345
0.120000,0.330000,0.718818
-0.290000,0.140000,1.454785
-0.080000,0.090000,3.427886
0.210000,-0.000000,3.213145
0.190000,-0.300000,3.934006
-0.490000,0.410000,3.431020
0.070000,0.500000,2.509721
0.210000,-0.420000,1.789413
0.400000,-0.410000,3.918354
0.450000,-0.180000,3.789129
-0.450000,0.010000,3.238873
-0.430000,-0.390000,1.447964
0.040000,-0.440000,3.139060
0.000000,0.190000,2.041176
-0.060000,0.120000,2.386231
0.000000,-0.270000,0.837556
-0.380000,-0.200000,1.891877
0.400000,-0.190000,3.612963
-0.260000,-0.040000,3.088819
0.050000,0.350000,3.713206
-0.430000,0.470000,1.156114
-0.120000,0.360000,1.357976
0.460000,-0.330000,0.126095
0.070000,0.280000,3.156834
-0.290000,0.150000,1.278984
-0.010000,-0.230000,2.690167
-0.130000,0.020000,1.855344
0.400000,0.160000,0.812896
-0.300000,-0.030000,0.620645
-0.110000,0.130000,0.873556
0.120000,0.020000,3.197687
-0.150000,-0.010000,2.515512
0.250000,0.400000,2.210226
0.080000,-0.070000,2.117333
-0.210000,-0.200000,3.337424
-0.230000,-0.450000,1.154210
0.470000,-0.210000,1.258809
-0.020000,0.070000,3.029125
-0.270000,-0.350000,1.713914
-0.380000,0.240000,2.966142
-0.250000,0.290000,1.584393
-0.190000,0.440000,2.778975
0.330000,0.300000,1.609348
0.050000,0.480000,1.598750
-0.340000,0.020000,3.935289
-0.070000,0.140000,1.431468
0.110000,-0.270000,3.588175
-0.220000,0.020000,3.252507
-0.160000,-0.310000,2.465441
-0.340000,0.370000,2.917036
-0.080000,0.440000,1.795132
-0.440000,-0.170000,3.367120
0.220000,-0.330000,0.304467
0.140000,0.130000,3.354564
-0.420000,0.480000,0.546626
0.100000,0.110000,1.311602
0.350000,-0.320000,3.296058
-0.120000,-0.470000,2.330043
0.270000,0.220000,0.618708
0.350000,-0.490000,2.847016
-0.110000,0.450000,2.953896
0.440000,0.470000,2.270485
-0.290000,0.340000,0.265895
-0.410000,0.050000,2.860332
-0.170000,0.150000,2.258650
0.390000,0.300000,1.585402
-0.330000,0.300000,3.904613
0.350000,-0.000000,1.509967
0.100000,-0.110000,0.550273
-0.350000,-0.010000,0.785493
0.010000,0.080000,1.537888
-0.040000,-0.490000,1.793851
0.430000,-0.080000,1.992561
0.000000,-0.280000,0.928709
0.270000,0.490000,0.888538
0.170000,-0.350000,3.357529
-0.200000,-0.150000,3.059804
0.210000,0.430000,2.565755
0.410000,-0.050000,1.545768
0.150000,-0.470000,0.081240
0.200000,-0.010000,1.020539
-0.060000,0.330000,0.845931
-0.230000,0.320000,3.306599
-0.290000,0.300000,2.728278
-0.310000,0.470000,0.282666
0.130000,0.000000,2.736914
-0.470000,0.230000,2.147161
0.150000,0.370000,1.352294
0.100000,0.040000,0.762430
-0.470000,0.060000,2.678414
0.480000,-0.100000,3.848896
-0.270000,0.350000,0.448888
0.370000,-0.310000,1.367297
-0.100000,-0.100000,1.241974
-0.280000,-0.060000,3.979711
-0.280000,-0.080000,3.156596
-0.410000,0.420000,2.799125
-0.200000,-0.320000,2.045483
0.200000,-0.480000,2.588281
-0.140000,-0.110000,0.541479
0.360000,0.360000,1.747341
0.200000,0.070000,3.293190
-0.490000,-0.260000,0.670224
0.470000,-0.380000,2.641742
-0.340000,-0.390000,0.736410
-0.490000,0.360000,2.455850
-0.400000,0.250000,1.243543
0.130000,-0.110000,3.746131
0.070000,-0.490000,1.458287
-0.150000,-0.230000,1.291124
0.020000,-0.180000,1.408403
0.420000,-0.440000,3.121282
0.360000,0.030000,1.154816
0.080000,0.230000,1.904495
-0.250000,-0.300000,0.698212
-0.000000,-0.380000,0.451331
-0.380000,0.170000,2.414374
-0.170000,0.310000,2.232174
0.370000,0.000000,1.833030
-0.050000,-0.080000,1.707396
0.440000,-0.460000,1.948666
-0.290000,-0.450000,1.968502
-0.080000,0.040000,3.278780
-0.030000,0.330000,0.451442
0.240000,-0.030000,3.140701
-0.440000,0.410000,3.863470
-0.020000,-0.290000,3.758776
0.420000,0.150000,1.939381
-0.180000,-0.290000,0.576541
-0.120000,0.330000,3.733524
0.420000,-0.360000,3.799947
0.210000,-0.330000,0.663250
0.420000,-0.480000,2.869983
-0.360000,-0.210000,2.333067
-0.390000,-0.380000,0.455631
0.200000,0.310000,0.407922
-0.290000,0.310000,0.905428
0.390000,0.440000,3.582066
0.350000,-0.490000,1.241692
-0.210000,-0.090000,0.745788
-0.210000,0.420000,2.128826
-0.210000,0.370000,3.080763
-0.090000,0.480000,1.753254
0.430000,0.500000,2.483948
-0.090000,0.210000,2.358962
0.400000,-0.270000,1.982095
0.380000,0.110000,1.991080
0.440000,0.110000,1.617622
-0.350000,-0.070000,0.405216
-0.000000,0.290000,0.592874
0.210000,-0.410000,1.009901
-0.410000,-0.230000,3.003431
0.280000,0.460000,1.116960
-0.460000,-0.030000,3.116087
0.210000,-0.140000,3.099742
0.130000,0.110000,1.197957
-0.070000,-0.100000,1.444853
0.460000,0.250000,2.760797
0.500000,0.220000,3.010847
-0.130000,0.410000,3.100306
-0.260000,-0.020000,2.486363
0.270000,0.000000,3.399294
0.130000,-0.140000,2.191689
-0.190000,-0.250000,2.570895
0.180000,0.230000,1.695022
0.090000,-0.210000,1.147475
0.330000,0.210000,3.739599
-0.110000,0.180000,0.792401
0.170000,0.370000,0.688622
0.030000,0.390000,3.427754
-0.410000,0.350000,2.747617
-0.400000,0.100000,0.833607
0.050000,-0.240000,0.917824
-0.190000,0.290000,3.342065
0.460000,0.500000,0.527257
-0.410000,-0.060000,3.334352
0.320000,-0.480000,1.449414
-0.430000,-0.310000,3.520312
0.200000,-0.260000,0.652150
0.090000,0.240000,3.500629
-0.260000,0.160000,2.652489
-0.180000,0.440000,0.845518
0.500000,-0.400000,3.938286
0.490000,0.150000,3.016786
0.260000,-0.110000,1.166319
-0.250000,-0.450000,3.451826
0.070000,0.350000,1.957728
0.230000,0.000000,1.875953
0.060000,0.130000,3.637183
-0.140000,-0.160000,0.719236
-0.010000,-0.110000,2.557616
0.120000,-0.060000,0.970773
0.030000,0.260000,1.760653
-0.210000,-0.120000,3.040395
0.460000,-0.020000,2.863215
0.060000,-0.380000,0.735459
-0.430000,0.010000,2.116743
0.030000,0.040000,2.979581
0.290000,0.300000,0.774790
0.080000,-0.120000,3.727211
-0.060000,0.400000,3.506751
-0.130000,-0.500000,1.609099
0.190000,0.170000,3.580936
-0.290000,0.050000,0.624099
0.060000,0.170000,1.358087
0.250000,0.020000,0.978366
0.210000,0.170000,3.439404
0.250000,-0.470000,3.124980
0.470000,0.470000,1.662017
0.110000,0.410000,1.228739
-0.310000,0.120000,3.102241
-0.320000,0.180000,3.932900
0.440000,0.430000,3.435346
0.410000,-0.220000,0.183030
0.150000,0.080000,0.924500
-0.430000,-0.000000,1.973702
-0.490000,0.010000,1.554574
0.170000,0.450000,2.829399
0.170000,0.310000,2.353593
-0.440000,0.490000,2.453141
-0.470000,0.280000,1.630675
-0.450000,-0.030000,0.599250
-0.430000,-0.210000,3.457036
-0.040000,0.340000,2.021213
-0.390000,0.190000,1.829262
0.070000,-0.360000,2.503278
-0.300000,0.270000,0.793221
-0.160000,0.010000,2.073813
0.310000,0.000000,1.965706
0.290000,-0.280000,2.881944
0.170000,0.440000,3.033546
0.490000,-0.010000,2.665314
0.450000,0.490000,1.822361
-0.360000,-0.280000,3.015709
-0.420000,-0.230000,3.941015
-0.070000,0.360000,3.108440
0.070000,-0.470000,3.245397
0.310000,-0.330000,2.265193
-0.390000,-0.020000,1.920703
0.450000,-0.230000,2.213030
-0.000000,-0.070000,3.939378
0.330000,-0.080000,3.915303
0.020000,-0.480000,3.426485
0.420000,-0.150000,2.123676
-0.360000,0.340000,2.143548
0.190000,-0.010000,1.568502
0.050000,0.340000,2.132487
0.480000,0.480000,1.710205
0.220000,0.200000,1.734705
0.250000,-0.120000,1.829098
0.470000,-0.440000,1.787596
0.120000,-0.300000,2.962431
0.400000,0.470000,1.017448
-0.480000,0.200000,3.177735
-0.140000,0.010000,2.115349
-0.210000,0.290000,1.937189
0.040000,-0.010000,3.879781
-0.300000,-0.040000,3.657499
0.060000,-0.170000,3.915852
-0.120000,0.310000,2.618988
0.480000,-0.290000,0.147986
0.210000,-0.320000,2.034306
-0.410000,0.450000,2.455667
-0.380000,-0.360000,2.577382
-0.400000,-0.430000,0.796994
-0.350000,-0.450000,1.948307
-0.420000,-0.470000,2.810178
-0.300000,0.390000,0.904876
-0.050000,-0.130000,0.828372
0.300000,-0.400000,1.833030
0.180000,-0.320000,2.957296
-0.140000,0.090000,1.651636
0.200000,0.280000,1.970178
0.280000,0.210000,1.042833
-0.450000,-0.170000,3.920599
0.310000,-0.090000,3.645737
0.410000,-0.120000,0.296479
0.320000,-0.120000,3.704268
-0.150000,-0.500000,3.703390
0.460000,-0.470000,2.886018
0.230000,0.240000,2.528240
-0.290000,0.290000,0.651690
-0.410000,-0.260000,1.888597
0.140000,0.350000,2.106537
0.210000,-0.080000,1.654811
0.000000,0.010000,1.339963
0.400000,0.370000,1.924344
0.290000,-0.010000,1.061037
-0.030000,-0.470000,3.447985
-0.270000,0.320000,2.555934
-0.230000,0.020000,2.840634
0.240000,-0.240000,0.724431
0.300000,-0.150000,3.534119
0.100000,0.060000,2.967710
0.250000,0.300000,3.830144
-0.470000,-0.040000,1.125122
0.130000,-0.310000,2.255083
0.430000,0.150000,1.803386
-0.100000,0.000000,0.803803
-0.140000,-0.300000,2.820638
-0.010000,-0.080000,2.378634
0.140000,0.450000,3.074085
-0.410000,0.480000,2.584009
0.000000,0.450000,1.545833
-0.450000,-0.260000,2.974945
0.480000,-0.110000,0.266646
-0.370000,-0.370000,2.044089
-0.430000,-0.100000,0.293258
-0.310000,0.460000,2.025414
0.120000,-0.170000,1.828196
-0.080000,-0.280000,1.205322
-0.010000,-0.140000,3.997537
-0.100000,0.500000,1.892512
-0.040000,-0.330000,2.124147
0.450000,0.490000,3.068713
0.370000,-0.390000,2.584686
0.390000,-0.420000,2.443686
0.150000,0.470000,2.195245
0.410000,0.080000,0.897552
-0.080000,0.260000,0.512250
-0.410000,-0.420000,0.362767
0.210000,0.000000,3.323372
0.490000,0.390000,2.430617
0.020000,0.240000,3.561867
-0.120000,0.260000,1.134416
0.100000,-0.440000,3.036659
0.450000,-0.270000,0.718818
0.240000,-0.180000,1.254631
